"document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized"
"0434145d9284423a36a714fc55246ed0bdc39a82,train,Where does Marty live in?,The Bronx,The Bronx,Where does Marty live in ?,The Bronx,The Bronx"
"0434145d9284423a36a714fc55246ed0bdc39a82,train,How old is Marty?,34,34,How old is Marty ?,34,34"
"0434145d9284423a36a714fc55246ed0bdc39a82,train,Where does Marty meet Clara?,Stardust Ballroom,the Stardust Ballroom ,Where does Marty meet Clara ?,Stardust Ballroom,the Stardust Ballroom"
"0434145d9284423a36a714fc55246ed0bdc39a82,train,Why was Clara weeping when Marty meets her on the roof?,Because her blind date abandoned her.,She was abandoned by her blind date. ,Why was Clara weeping when Marty meets her on the roof ?,Because her blind date abandoned her .,She was abandoned by her blind date ."
"0434145d9284423a36a714fc55246ed0bdc39a82,train,At what time does Marty promise to call Clara the next day?,Afternoon 2:30,2:30,At what time does Marty promise to call Clara the next day ?,Afternoon 2:30,2:30"
"0434145d9284423a36a714fc55246ed0bdc39a82,train,Who moves into Marty's home?,Aunt Catherine,Aunt Catherine,Who moves into Marty s home ?,Aunt Catherine,Aunt Catherine"
"0434145d9284423a36a714fc55246ed0bdc39a82,train,What does Aunt Catherine warns Marty's mother of?,Marty would marry and abandon her,Marty will marry and abandon her.,What does Aunt Catherine warns Marty s mother of ?,Marty would marry and abandon her,Marty will marry and abandon her ."
"0434145d9284423a36a714fc55246ed0bdc39a82,train,What does Marty's mother do in the fear of abandonment?,Marty's mother belittles Clara,His mother belittles Clara. ,What does Marty s mother do in the fear of abandonment ?,Marty s mother belittles Clara,His mother belittles Clara ."
"0434145d9284423a36a714fc55246ed0bdc39a82,train,Where does Marty go at the end to call Clara?,Phone booth ,A phone booth. ,Where does Marty go at the end to call Clara ?,Phone booth,A phone booth ."
"0434145d9284423a36a714fc55246ed0bdc39a82,train,What is Clara doing when Marty calls her?,Clara is watching television with her parents,Watching television. ,What is Clara doing when Marty calls her ?,Clara is watching television with her parents,Watching television ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who is Dragon?,the farmer's cat,A cat.,Who is Dragon ?,the farmer s cat,A cat ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who Killed Mr. Frisby?,Dragon,""Dragon, the cat"",Who Killed Mr. Frisby ?,Dragon,""Dragon , the cat"""
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Why do the rats agree to help Ms. Frisby?,out of respect for her husband for helping them escape NIMH,Her husband made their escape from the lab possible.,Why do the rats agree to help Ms. Frisby ?,out of respect for her husband for helping them escape NIMH,Her husband made their escape from the lab possible ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Why did Ms. Frisby volunteer to drug Dragon?,because she was small enough to fit through the hole to get to Dragon's bowl,The other rats were too large to fit into the hole in the wall.,Why did Ms. Frisby volunteer to drug Dragon ?,because she was small enough to fit through the hole to get to Dragon s bowl,The other rats were too large to fit into the hole in the wall ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who put Ms. Frisby in a cage?,Billy,Billy.,Who put Ms. Frisby in a cage ?,Billy,Billy ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who saves Ms. Frisby from the cage?,Justin,Justin,Who saves Ms. Frisby from the cage ?,Justin,Justin"
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Why does Ms. Frisby need their house moved?,So her son Timothy can recover from illness and to avoid the plow.,Because the farmer Mr. Fitzgibbons is about to plow the field.,Why does Ms. Frisby need their house moved ?,So her son Timothy can recover from illness and to avoid the plow .,Because the farmer Mr. Fitzgibbons is about to plow the field ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Why do 10 rats stay behind when the other evacuate?,To make it appear they have not abandoned the hole.,To make it look as though the rat hole wasn't abandoned,Why do 10 rats stay behind when the other evacuate ?,To make it appear they have not abandoned the hole .,To make it look as though the rat hole was n't abandoned"
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,How many rats escape the gases?,8,8,How many rats escape the gases ?,8,8"
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,How did the rats know they were going to be exterminated?,Ms. Frisby overheard a conversation while in the cage.,Mrs. Frisby overhead the Fitzgibbons talking about it.,How did the rats know they were going to be exterminated ?,Ms. Frisby overheard a conversation while in the cage .,Mrs. Frisby overhead the Fitzgibbons talking about it ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,What happened to Timothy's father?,he was killed by the farmer's cat,Dragon killed him.,What happened to Timothy s father ?,he was killed by the farmer s cat,Dragon killed him ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who helped the rats escape from NIMH?,Mr. Frisby and Mr. Ages,Mrs. Frisby,Who helped the rats escape from NIMH ?,Mr. Frisby and Mr. Ages,Mrs. Frisby"
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,When does the owl agree to help Timothy get moved?,when he learns Mrs. Frisby is Jonathan's window,After he confirms that Mrs. Frisbey is Jonathan's widow.,When does the owl agree to help Timothy get moved ?,when he learns Mrs. Frisby is Jonathan s window,After he confirms that Mrs. Frisbey is Jonathan s widow ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,How did Nicodemus learn to read?,the humans at NIMH performed experiments on him which increased his intelligence,Because of drugs given to the rats.,How did Nicodemus learn to read ?,the humans at NIMH performed experiments on him which increased his intelligence,Because of drugs given to the rats ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Why are some rats interested in establishing a new farming colony?,they don't want to be dependent on humans any longer,To end their dependence upon humans,Why are some rats interested in establishing a new farming colony ?,they do n't want to be dependent on humans any longer,To end their dependence upon humans"
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,When did Billy catch Mrs. Frisby?,when she tried to drug the cat,When she sneaks into the house to drug Dragon the cat,When did Billy catch Mrs. Frisby ?,when she tried to drug the cat,When she sneaks into the house to drug Dragon the cat"
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,When did people become interested in the rat colony on Mr. Fitzgibbons' farm?,After the rats were electrocuted at the hardware store,After a group of rats electrocuted themselves at a hardware store trying to steal parts for a small motor.,When did people become interested in the rat colony on Mr. Fitzgibbons ' farm ?,After the rats were electrocuted at the hardware store,After a group of rats electrocuted themselves at a hardware store trying to steal parts for a small motor ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who rescued Timothy's mother from the cage?,Justin,Justin,Who rescued Timothy s mother from the cage ?,Justin,Justin"
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,How did the rats fool the exterminators?,""by destroying their underground rooms and filling some with garbage, in order to appear like regular rats"",They filled the holes with rubbish to look like normal rats.,How did the rats fool the exterminators ?,""by destroying their underground rooms and filling some with garbage , in order to appear like regular rats"",They filled the holes with rubbish to look like normal rats ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Where was the farm cat's bowl?,inside the house,Inside the house.,Where was the farm cat s bowl ?,inside the house,Inside the house ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who is the head of the field mice?,Mrs. Frisby,Mrs. Frisby is the head of the field mice.,Who is the head of the field mice ?,Mrs. Frisby,Mrs. Frisby is the head of the field mice ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,What ailment does Timothy have?,Pneumonia,He has pneumonia.,What ailment does Timothy have ?,Pneumonia,He has pneumonia ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who is the farmer on the property?,Mr. Fitzgibbon,Mr. Fitzgibbon.,Who is the farmer on the property ?,Mr. Fitzgibbon,Mr. Fitzgibbon ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who gives Mrs. Frisby medication for Timothy?,Mr. Ages,Mr. Ages.,Who gives Mrs. Frisby medication for Timothy ?,Mr. Ages,Mr. Ages ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Whose life does Mrs. Frisby save from the Cat?,Jeremy,""Jeremy, a young crow."",Whose life does Mrs. Frisby save from the Cat ?,Jeremy,""Jeremy , a young crow ."""
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who is the leader of the rats?,Nicodemus,Nicodemus,Who is the leader of the rats ?,Nicodemus,Nicodemus"
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,""What rat left the colony because they disagreed with """"The Plan""""?"",Jenner,Jenner,What rat left the colony because they disagreed with The Plan ?,Jenner,Jenner"
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Who catches Mrs. Frisby?,Billy,Billy.,Who catches Mrs. Frisby ?,Billy,Billy ."
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,Where does Billy put Mrs. Frisby?,In a cage,in a cage,Where does Billy put Mrs. Frisby ?,In a cage,in a cage"
"04954299c7b6bdc7b31b951bc0daa277353576a9,test,""Out of the 10 rats in the hole, how many escape?"",Eight,8 rats escape,""Out of the 10 rats in the hole , how many escape ?"",Eight,8 rats escape"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What does it say will happen in time to standing armies?,They will be totally abolished.,Standing armies will be totally abolished.,What does it say will happen in time to standing armies ?,They will be totally abolished .,Standing armies will be totally abolished ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What is proprosed by Kant in this essay to be implemented by governments?,A peace program.,A peace program.,What is proprosed by Kant in this essay to be implemented by governments ?,A peace program .,A peace program ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What modern theory does Kant's essay resemble?,democratic peace theory,The modern democratic peace theory.,What modern theory does Kant s essay resemble ?,democratic peace theory,The modern democratic peace theory ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,""In the definitive articles, what does it say the civil constitution of all states should be?"",Republican,republican,""In the definitive articles , what does it say the civil constitution of all states should be ?"",Republican,republican"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What big topic does Kant not discuss which is vital to modern democracy?,universal suffrage,Universal suffrage. ,What big topic does Kant not discuss which is vital to modern democracy ?,universal suffrage,Universal suffrage ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,The law of nations should be founded on what?,a federation of free states,The Federation of Free States,The law of nations should be founded on what ?,a federation of free states,The Federation of Free States"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What should not be contracted because of external problems concerning states?,national debt,National debts,What should not be contracted because of external problems concerning states ?,national debt,National debts"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,The legislature is separated from what in Republican states?,the executive,The executive.,The legislature is separated from what in Republican states ?,the executive,The executive ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,How many Definitive Articles are there?,three,3,How many Definitive Articles are there ?,three,3"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,How many main points does Kant have in his Preliminary Articles?,Six,Six.,How many main points does Kant have in his Preliminary Articles ?,Six,Six ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What does Kant propose to government?,Preliminary Articles,A Peace program comprised of Preliminary Articals,What does Kant propose to government ?,Preliminary Articles,A Peace program comprised of Preliminary Articals"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,Who shall not come under dominion of another state?,Independent states,Independent states.,Who shall not come under dominion of another state ?,Independent states,Independent states ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What will be abolished in time?,Standing armies,Standing armies. ,What will be abolished in time ?,Standing armies,Standing armies ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What may no state interfere with of another state?,constitution or government,The constitution or government.,What may no state interfere with of another state ?,constitution or government,The constitution or government ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,How many definitive articles would provide a foundation for peace?,Three,Three.,How many definitive articles would provide a foundation for peace ?,Three,Three ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What must be the civil constitution of all states ?,Republican,Republican.,What must be the civil constitution of all states ?,Republican,Republican ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What is to be founded on a federation of free states?,The law of nations,The law of nations. ,What is to be founded on a federation of free states ?,The law of nations,The law of nations ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What shall the law of world citizenship be limited to?,Hospitality,conditions of universal hospitality ,What shall the law of world citizenship be limited to ?,Hospitality,conditions of universal hospitality"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What does Kant's essay resemble?,Democratic peace theory,modern democratic peace theory,What does Kant s essay resemble ?,Democratic peace theory,modern democratic peace theory"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What does Kant promise will happen with his proposal?,Peace,Republics will be more at peace and with each other and in general ,What does Kant promise will happen with his proposal ?,Peace,Republics will be more at peace and with each other and in general"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What does Kant propose in this essay? ,A peace program ,A peace program,What does Kant propose in this essay ?,A peace program,A peace program"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What will happen to standing armies? ,They will be totally abolished. ,abolishment,What will happen to standing armies ?,They will be totally abolished .,abolishment"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What is necessary for Kant's Peace Plan? ,A league of nations. ,a league of nations,What is necessary for Kant s Peace Plan ?,A league of nations .,a league of nations"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,Kant's theory resembles what modern theory? ,Democratic Peace Theory.,Modern democratic peace theory. ,Kant s theory resembles what modern theory ?,Democratic Peace Theory .,Modern democratic peace theory ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,That law of nations is founded upon what? ,A federation of free states. ,a federation of free states,That law of nations is founded upon what ?,A federation of free states .,a federation of free states"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,""Under this proposal, can states interfere with the government of another state? "",""They can, they just cannot use force. "",No,""Under this proposal , can states interfere with the government of another state ?"",""They can , they just can not use force ."",No"
"04c16e307a71d8af0af39d10542144f7c059f17c,train,How many articles provide for a cessation of hostilities and a foundation for peace? ,Three. ,Three. ,How many articles provide for a cessation of hostilities and a foundation for peace ?,Three .,Three ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,What types of states does Kant talk about? ,Republic,Republican states with representative governments and where the legislature is separate from the executive. ,What types of states does Kant talk about ?,Republic,Republican states with representative governments and where the legislature is separate from the executive ."
"04c16e307a71d8af0af39d10542144f7c059f17c,train,How many points are in Kant's Peace Program? ,Six. ,6,How many points are in Kant s Peace Program ?,Six .,6"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What is the title of this story?,The Children of the New Forest,The Childeren of the New Forest.,What is the title of this story ?,The Children of the New Forest,The Childeren of the New Forest ."
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,""Who saves the 4 orphans; Edward, Humphrey, Alice and Edith?"",Jacob Armitage,Jacob Armitage,""Who saves the 4 orphans ; Edward , Humphrey , Alice and Edith ?"",Jacob Armitage,Jacob Armitage"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Where did Jacob hide the 4 orphans?,In his isolated cottage,In his cottage,Where did Jacob hide the 4 orphans ?,In his isolated cottage,In his cottage"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What is the name of the hostile Puritan gamekeeper?,Corbould,Corbould,What is the name of the hostile Puritan gamekeeper ?,Corbould,Corbould"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who been awarded the old Arnwood estate?,Heatherstone,Heatherstone,Who been awarded the old Arnwood estate ?,Heatherstone,Heatherstone"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Why were Edward's sisters sent away?,To be brought up as aristocratic ladies ,To be taught to be proper ladies,Why were Edward s sisters sent away ?,To be brought up as aristocratic ladies,To be taught to be proper ladies"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who eventually falls in love with Edward?,Patience,Patience. ,Who eventually falls in love with Edward ?,Patience,Patience ."
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What relation do Edward and his siblings pretend to be towards Jacob Armitage?,His grandchildren,His grandchildren,What relation do Edward and his siblings pretend to be towards Jacob Armitage ?,His grandchildren,His grandchildren"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What was Edward's job title while working for Heatherstone?,Secretary,secretary,What was Edward s job title while working for Heatherstone ?,Secretary,secretary"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who are the four orphan children of the Arnwood house?,""Edward, Humphrey, Alice and Edith"",William Humphrey Alice Edith,Who are the four orphan children of the Arnwood house ?,""Edward , Humphrey , Alice and Edith"",William Humphrey Alice Edith"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who rescues the children from fire at Arnwood?,Jacob Armitage,Jacob Armitage,Who rescues the children from fire at Arnwood ?,Jacob Armitage,Jacob Armitage"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who does Edward work for as a secretary?,Heatherstone,Heatherstone,Who does Edward work for as a secretary ?,Heatherstone,Heatherstone"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Where are Humphrey live after Edward leaves?,New Forest,New Forest ,Where are Humphrey live after Edward leaves ?,New Forest,New Forest"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,After Edward leaves who raises his sisters Alice and Edith?,Aristocratic ladies,Aristocrats ,After Edward leaves who raises his sisters Alice and Edith ?,Aristocratic ladies,Aristocrats"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What is the name of the antagonist Puritan gamekeeper?,Corbould,Corbould ,What is the name of the antagonist Puritan gamekeeper ?,Corbould,Corbould"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,When does the story begin?,1647,1647.,When does the story begin ?,1647,1647 ."
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,""What is believed to have happen to Edward, Humphrey, Alice and Edith?"",They were believed to have died in the flames at Arnwood.,Died in a fire,""What is believed to have happen to Edward , Humphrey , Alice and Edith ?"",They were believed to have died in the flames at Arnwood .,Died in a fire"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who does Edward love?,Patience,Patience.,Who does Edward love ?,Patience,Patience ."
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who does Edward feel betrayed by and why?,Edward feels betrayed by Heatherstone when he learns that Heatherstone was awarded the Arnwood estate.,""Patience, because she supposedly does not return his feelings of love."",Who does Edward feel betrayed by and why ?,Edward feels betrayed by Heatherstone when he learns that Heatherstone was awarded the Arnwood estate .,""Patience , because she supposedly does not return his feelings of love ."""
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Where does Jacob Armitage hide the four orphan children when he saves them from the fire?,his isolated cottage,His isolated cottage.,Where does Jacob Armitage hide the four orphan children when he saves them from the fire ?,his isolated cottage,His isolated cottage ."
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What are the children disquised as by Jacob Armitage?,his grandchildren,His grandchildren,What are the children disquised as by Jacob Armitage ?,his grandchildren,His grandchildren"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who takes charge of the children after Armitage's death?,Edward,Edward,Who takes charge of the children after Armitage s death ?,Edward,Edward"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What is Pablo rescued from?,a pitfall trap,Trap,What is Pablo rescued from ?,a pitfall trap,Trap"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What is the name of Heatherstone's daughter?,Patience,Patience,What is the name of Heatherstone s daughter ?,Patience,Patience"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What is Heatherstone's daughter rescued from by Armitage?,a house fire,A house-fire.,What is Heatherstone s daughter rescued from by Armitage ?,a house fire,A house-fire ."
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What two things cause Edward distress and forces him to flee to France?,Heatherstone has been awarded the old Arnwood estate and Patience's apparent rejection of his love,Royalist defeat at the battle of Worcester and Patience's rejection of his love,What two things cause Edward distress and forces him to flee to France ?,Heatherstone has been awarded the old Arnwood estate and Patience s apparent rejection of his love,Royalist defeat at the battle of Worcester and Patience s rejection of his love"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Why did Heatherstone acquire the Arnwood estate?,To give to Edward,For william,Why did Heatherstone acquire the Arnwood estate ?,To give to Edward,For william"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What job did Edward do for Heatherstone?,He was his secretary,Secretary,What job did Edward do for Heatherstone ?,He was his secretary,Secretary"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who was originally defeated that caused the soldiers to first search for the New Forest?,King Charles I,King Charles I,Who was originally defeated that caused the soldiers to first search for the New Forest ?,King Charles I,King Charles I"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What king has just been defeated when the story begins?,King Charles I.,Charles I,What king has just been defeated when the story begins ?,King Charles I .,Charles I"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who lives in Arnwood?,Colonel Beverly.,Colnel Beverly's Children,Who lives in Arnwood ?,Colonel Beverly .,Colnel Beverly s Children"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who are the orphans in the house saved by?,Jacob Armitage.,Jacob Armitage ,Who are the orphans in the house saved by ?,Jacob Armitage .,Jacob Armitage"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who does Jacob disguise the children as?,His grandchildren.,grandchildren,Who does Jacob disguise the children as ?,His grandchildren .,grandchildren"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who do the children rescue from a trap?,Pablo.,A gypsy kid,Who do the children rescue from a trap ?,Pablo .,A gypsy kid"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who wants to harm the family?,Corbould.,Parliamentary soldiers ,Who wants to harm the family ?,Corbould .,Parliamentary soldiers"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who does Edward work for?,Heatherstone.,Heatherstone,Who does Edward work for ?,Heatherstone .,Heatherstone"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,What is Edward's job?,He is a secretary.,secretary,What is Edward s job ?,He is a secretary .,secretary"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who joins the army of King Charles II?,Edward.,Edward,Who joins the army of King Charles II ?,Edward .,Edward"
"04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,Who acquired the estate for Edward?,Heatherwood.,Heatherstone,Who acquired the estate for Edward ?,Heatherwood .,Heatherstone"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,What is Jerry's profession?,Car Sales man.,Car salesman ,What is Jerry s profession ?,Car Sales man .,Car salesman"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Why does Jerry need money?,He needs to pay back a fraudulent loan.,He needs to repay a loan,Why does Jerry need money ?,He needs to pay back a fraudulent loan .,He needs to repay a loan"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,How many people did the kidnappers kill on their way to their hideout?,3; police officer and 2 eye witnesses,Three,How many people did the kidnappers kill on their way to their hideout ?,3 ; police officer and 2 eye witnesses,Three"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,What condition is Police Chief Marge Gunderson in?,She's pregnant.,seven months pregnant,What condition is Police Chief Marge Gunderson in ?,She s pregnant .,seven months pregnant"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,How much money does Jerry tell Gustafson the kidnappers are demanding?,A Million dollars.,One million dollars.,How much money does Jerry tell Gustafson the kidnappers are demanding ?,A Million dollars .,One million dollars ."
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Who kills Gustafson?,Carl.,Carl Showalter.,Who kills Gustafson ?,Carl .,Carl Showalter ."
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Gaear kills jean but who kills Carl?,Gaear kills him as well.,Gaear,Gaear kills jean but who kills Carl ?,Gaear kills him as well .,Gaear"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Why does Gaear kill Carl?,Gaear wants to keep the new car they were given.,To get the money,Why does Gaear kill Carl ?,Gaear wants to keep the new car they were given .,To get the money"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,What is the subject of Norm's painting?,A duck.,Mallard,What is the subject of Norm s painting ?,A duck .,Mallard"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,How many people are dead by the end of the story?,Six,3,How many people are dead by the end of the story ?,Six,3"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Why does Jerry need money?,There is repayment due on a large GMAC loan he took out,to pay off a loan,Why does Jerry need money ?,There is repayment due on a large GMAC loan he took out,to pay off a loan"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,How much money was in the briefcase for the ransom?,1 million dollars,$1 million,How much money was in the briefcase for the ransom ?,1 million dollars,$ 1 million"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Why does Gaear kill Carl?,He kills Carl in an argument over who can have the new car Jerry gave them,refuses to hand over briefcase,Why does Gaear kill Carl ?,He kills Carl in an argument over who can have the new car Jerry gave them,refuses to hand over briefcase"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,What season of the year does this story take place in?,Winter,Winter,What season of the year does this story take place in ?,Winter,Winter"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Who is Marge?,The Brainerd police chief,Brainerd police chief,Who is Marge ?,The Brainerd police chief,Brainerd police chief"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,What is the connection between Marge and Yanagita?,They are old classmates,They are old classmates.,What is the connection between Marge and Yanagita ?,They are old classmates,They are old classmates ."
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,""How does Marge find out that Yanagita's """"dead wife"""" is not dead and was never his wife?"",Through a phone call with a mutual friend,phone conversation,How does Marge find out that Yanagita s dead wife is not dead and was never his wife ?,Through a phone call with a mutual friend,phone conversation"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,What did Jerry hire Carl and Gaear to do?,To kidnap his wife for ransom from his father-in-law,Kidnap his wife,What did Jerry hire Carl and Gaear to do ?,To kidnap his wife for ransom from his father-in-law,Kidnap his wife"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,What is Jerry desperate for?,money,money,What is Jerry desperate for ?,money,money"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Who gave Jerry the loan he fraudulently collateralized?,GMAC,GMAC,Who gave Jerry the loan he fraudulently collateralized ?,GMAC,GMAC"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,What did Jerry use to fraudulently collateralize the loan?,non-existent dealership vehicles,Nonexistent Dealership Vehicles,What did Jerry use to fraudulently collateralize the loan ?,non-existent dealership vehicles,Nonexistent Dealership Vehicles"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Who does Shep refer Jerry to?,Gaear,Gaear Grimsrud.,Who does Shep refer Jerry to ?,Gaear,Gaear Grimsrud ."
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Who does Jerry hire Gaear and Carl to kidnap?,his wife,His wife,Who does Jerry hire Gaear and Carl to kidnap ?,his wife,His wife"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,In what city does Jerry hire Gaear and Carl?,Fargo,""Fargo, North Dakota."",In what city does Jerry hire Gaear and Carl ?,Fargo,""Fargo , North Dakota ."""
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,What is Jerry's wife's name?,Jean,Jean,What is Jerry s wife s name ?,Jean,Jean"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,How much is the ransom Jerry promises to split?,""$80,000"",""80,000 Dollars"",How much is the ransom Jerry promises to split ?,""$ 80,000"",""80,000 Dollars"""
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,What is Stan Grossman's profession?,accountant,An accountant,What is Stan Grossman s profession ?,accountant,An accountant"
"04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Who is Marge's husband?,Norm,Norm,Who is Marge s husband ?,Norm,Norm"
